treated,age,educ,black,hispanic,married,nodegree,re74,re75,re78,dwincl,early_ra,dataset,diff,u74,u75,age2,age3,educ2,re742,re752,black_u74,educ_re74,u74_hispanic,married_re74,married_u74
0,44,16,0,0,1,0,0,18164.609,18377.01,,,4,212.40039,1,0,1936,85.183998,256,0,329953024,0,0,0,0,1
0,29,16,0,0,1,0,15049.13,15192.68,25564.67,,,4,10371.99,0,0,841,24.389,256,226476304,230817520,0,240786.08,0,15049.13,0
0,43,18,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,1849,79.507004,324,668859584,637236864,0,465521.75,0,25862.32,0
0,55,12,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,3025,166.375,144,668859584,637236864,0,310347.84,0,25862.32,0
0,27,11,1,0,1,1,5513.377,17471.76,10466.74,,,4,-7005.0195,0,0,729,19.683001,121,30397326,305262400,0,60647.148,0,5513.377,0
0,36,14,0,0,1,0,21485.32,22139.131,25564.67,,,4,3425.5391,0,0,1296,46.655998,196,461618976,490141120,0,300794.5,0,21485.32,0
0,20,12,0,0,0,0,8401.3359,11105.37,7851.1611,,,4,-3254.209,0,0,400,8,144,70582448,123329248,0,100816.03,0,0,0
0,34,12,0,0,1,0,18769.779,17822.66,18861.699,,,4,1039.0391,0,0,1156,39.304001,144,352304608,317647200,0,225237.34,0,18769.779,0
0,25,13,0,0,1,0,15013.86,13812.34,21737.359,,,4,7925.0195,0,0,625,15.625,169,225416000,190780736,0,195180.19,0,15013.86,0
0,35,2,0,1,1,1,16479.391,17869.211,17073.65,,,4,-795.56055,0,0,1225,42.875,4,271570304,319308704,0,32958.781,0,16479.391,0
0,16,6,0,1,0,1,7016.1338,10706.13,12446.89,,,4,1740.7598,0,0,256,4.0960002,36,49226132,114621216,0,42096.805,0,0,0
0,36,7,0,1,1,1,14964.88,16617.77,20699.99,,,4,4082.2207,0,0,1296,46.655998,49,223947632,276150272,0,104754.16,0,14964.88,0
0,55,12,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,3025,166.375,144,668859584,637236864,0,310347.84,0,25862.32,0
0,19,12,0,0,0,0,1796.6479,8303.5156,19500.08,,,4,11196.564,0,0,361,6.8590002,144,3227943.8,68948368,0,21559.775,0,0,0
0,18,9,0,0,0,1,0,1192.355,8202.8604,,,4,7010.5054,1,0,324,5.8319998,81,0,1421710.4,0,0,0,0,0
0,18,9,0,0,0,1,0,2245.0649,8260.4922,,,4,6015.4272,1,0,324,5.8319998,81,0,5040316.5,0,0,0,0,0
0,38,12,0,0,1,0,22993.961,23019.971,25564.67,,,4,2544.6992,0,0,1444,54.872002,144,528722240,529919040,0,275927.53,0,22993.961,0
0,34,3,0,1,1,1,7125.853,11146.55,17054.439,,,4,5907.8896,0,0,1156,39.304001,9,50777780,124245576,0,21377.559,0,7125.853,0
0,23,15,0,0,1,0,6279.4502,13278.82,19870.99,,,4,6592.1699,0,0,529,12.167,225,39431496,176327072,0,94191.75,0,6279.4502,0
0,27,12,0,0,1,0,16297.18,13429.21,19562.141,,,4,6132.9307,0,0,729,19.683001,144,265598064,180343680,0,195566.16,0,16297.18,0
0,44,8,0,0,1,1,9496.5664,10301.52,2147.137,,,4,-8154.3828,0,0,1936,85.183998,64,90184776,106121304,0,75972.531,0,9496.5664,0
0,20,9,0,0,0,1,3005.5149,10731.19,17734.199,,,4,7003.0088,0,0,400,8,81,9033120,115158448,0,27049.635,0,0,0
0,18,9,0,0,0,1,538.7984,4252.0161,0,,,4,-4252.0161,0,0,324,5.8319998,81,290303.72,18079642,0,4849.1855,0,0,0
0,24,16,0,0,0,0,9757.1494,10265.71,1253.1121,,,4,-9012.5977,0,0,576,13.824,256,95201968,105384800,0,156114.39,0,0,0
0,50,18,0,0,0,0,8127.0391,7408.355,5537.041,,,4,-1871.314,0,0,2500,125,324,66048764,54883724,0,146286.7,0,0,0
0,26,16,0,0,1,0,23897.18,25222.061,25564.67,,,4,342.60938,0,0,676,17.576,256,571075200,636152320,0,382354.88,0,23897.18,0
0,40,16,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,1600,64,256,668859584,637236864,0,413797.13,0,25862.32,0
0,32,9,0,0,1,1,24116.619,22917.92,25564.67,,,4,2646.75,0,0,1024,32.768002,81,581611328,525231040,0,217049.58,0,24116.619,0
0,40,12,0,0,1,0,20729.039,20228.85,23642.15,,,4,3413.3008,0,0,1600,64,144,429693056,409206368,0,248748.47,0,20729.039,0
0,37,15,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,1369,50.653,225,668859584,637236864,0,387934.81,0,25862.32,0
0,22,9,0,0,1,1,6514.562,8500.4521,15052.12,,,4,6551.668,0,0,484,10.648,81,42439520,72257688,0,58631.059,0,6514.562,0
0,35,12,0,0,1,0,23863.869,25243.551,25564.67,,,4,321.11914,0,0,1225,42.875,144,569484224,637236864,0,286366.44,0,23863.869,0
0,29,16,0,0,1,0,17361.061,14003.9,7127.0752,,,4,-6876.8252,0,0,841,24.389,256,301406432,196109232,0,277776.97,0,17361.061,0
0,48,9,0,0,1,1,18434.74,20939.609,20160.619,,,4,-778.99023,0,0,2304,110.592,81,339839648,438467232,0,165912.66,0,18434.74,0
0,42,12,0,0,1,0,25862.32,25243.551,0,,,4,-25243.551,0,0,1764,74.087997,144,668859584,637236864,0,310347.84,0,25862.32,0
0,46,10,0,0,1,1,25852.529,21965.471,0,,,4,-21965.471,0,0,2116,97.335999,100,668353280,482481888,0,258525.3,0,25852.529,0
0,20,12,0,0,0,0,2464.7581,3646.887,15137.83,,,4,11490.943,0,0,400,8,144,6075032.5,13299785,0,29577.098,0,0,0
0,20,16,0,0,0,0,0,30.43548,15347.67,,,4,15317.234,1,0,400,8,256,0,926.31842,0,0,0,0,0
0,18,13,0,0,0,0,1485.124,2334.5811,2959.886,,,4,625.30493,0,0,324,5.8319998,169,2205593.3,5450268.5,0,19306.613,0,0,0
0,40,15,0,0,1,0,10907.24,5922.3872,6238.9619,,,4,316.57471,0,0,1600,64,225,118967888,35074672,0,163608.61,0,10907.24,0
0,32,18,0,0,1,0,13795.2,10679.27,12201.59,,,4,1522.3203,0,0,1024,32.768002,324,190307552,114046800,0,248313.61,0,13795.2,0
0,34,12,0,0,1,0,23434.789,23825.609,25564.67,,,4,1739.0605,0,0,1156,39.304001,144,549189312,567659648,0,281217.47,0,23434.789,0
0,47,8,0,0,1,1,25862.32,25243.551,25564.67,,,4,321.11914,0,0,2209,103.823,64,668859584,637236864,0,206898.56,0,25862.32,0
0,21,15,0,0,0,0,1224.542,1385.71,4000.2061,,,4,2614.4961,0,0,441,9.2609997,225,1499503.1,1920192.1,0,18368.129,0,0,0
0,47,12,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,2209,103.823,144,668859584,637236864,0,310347.84,0,25862.32,0
0,51,12,0,0,1,0,21001.381,3140.2261,16015.6,,,4,12875.373,0,0,2601,132.651,144,441057984,9861020,0,252016.56,0,21001.381,0
0,17,10,0,0,0,1,0,1888.79,19993.641,,,4,18104.852,1,0,289,4.9130001,100,0,3567527.8,0,0,0,0,0
0,17,10,0,0,0,1,0,1294.403,16863.82,,,4,15569.417,1,0,289,4.9130001,100,0,1675479,0,0,0,0,0
0,30,16,0,0,0,0,775.86969,5467.645,0,,,4,-5467.645,0,0,900,27,256,601973.75,29895142,0,12413.915,0,0,0
0,52,16,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,2704,140.608,256,668859584,637236864,0,413797.13,0,25862.32,0
0,54,12,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,2916,157.464,144,668859584,637236864,0,310347.84,0,25862.32,0
0,31,12,0,0,1,0,24292.949,24273.189,24796.25,,,4,523.06055,0,0,961,29.791,144,590147392,589187712,0,291515.38,0,24292.949,0
0,31,18,0,0,1,0,24718.109,25243.551,25564.67,,,4,321.11914,0,0,961,29.791,324,610984960,637236864,0,444925.97,0,24718.109,0
0,23,12,0,0,1,0,11422.53,17509.35,7261.5479,,,4,-10247.802,0,0,529,12.167,144,130474200,306577312,0,137070.36,0,11422.53,0
0,24,16,0,0,0,0,3174.012,20355.971,24013.061,,,4,3657.0898,0,0,576,13.824,256,10074352,414365536,0,50784.191,0,0,0
0,30,14,0,0,0,0,10101.98,20590.5,23971.68,,,4,3381.1797,0,0,900,27,196,102050008,423968704,0,141427.72,0,0,0
0,44,12,1,0,1,0,6473.418,6482.7578,6804.9312,,,4,322.17334,0,0,1936,85.183998,144,41905140,42026148,0,77681.016,0,6473.418,0
0,24,15,1,0,0,0,17408.09,7086.0972,192.10451,,,4,-6893.9927,0,0,576,13.824,225,303041600,50212772,0,261121.34,0,0,0
0,26,18,0,0,0,0,1416.55,2497.5,8894.4355,,,4,6396.9355,0,0,676,17.576,324,2006614,6237506,0,25497.9,0,0,0
0,53,5,0,1,1,1,13407.26,12376.5,15925.46,,,4,3548.96,0,0,2809,148.877,25,179754608,153177760,0,67036.297,0,13407.26,0
0,37,12,1,0,1,0,25862.32,25134.34,25564.67,,,4,430.33008,0,0,1369,50.653,144,668859584,631735040,0,310347.84,0,25862.32,0
0,50,10,0,0,0,1,23671.859,25243.551,23883.02,,,4,-1360.5313,0,0,2500,125,100,560356928,637236864,0,236718.59,0,0,0
0,46,13,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,2116,97.335999,169,668859584,637236864,0,336210.16,0,25862.32,0
0,43,12,0,0,1,0,25862.32,25243.551,0,,,4,-25243.551,0,0,1849,79.507004,144,668859584,637236864,0,310347.84,0,25862.32,0
0,17,11,0,0,0,1,0,2735.613,7357.6011,,,4,4621.9883,1,0,289,4.9130001,121,0,7483578.5,0,0,0,0,0
0,34,12,0,0,1,0,24126.41,22024.551,25564.67,,,4,3540.1191,0,0,1156,39.304001,144,582083648,485080832,0,289516.94,0,24126.41,0
0,38,8,0,0,1,1,21871.301,21043.449,21737.359,,,4,693.91016,0,0,1444,54.872002,64,478353792,442826752,0,174970.41,0,21871.301,0
0,26,12,0,0,1,0,0,0,0,,,4,0,1,1,676,17.576,144,0,0,0,0,0,0,1
0,48,12,0,0,0,0,25862.32,17346.439,25564.67,,,4,8218.2305,0,0,2304,110.592,144,668859584,300898976,0,310347.84,0,0,0
0,24,16,0,0,1,0,12355.14,16483.5,17914.48,,,4,1430.9805,0,0,576,13.824,256,152649472,271705760,0,197682.23,0,12355.14,0
0,49,12,1,0,1,0,25862.32,22658.32,25564.67,,,4,2906.3496,0,0,2401,117.649,144,668859584,513399488,0,310347.84,0,25862.32,0
0,29,9,0,0,1,1,25862.32,19063.35,25564.67,,,4,6501.3203,0,0,841,24.389,81,668859584,363411296,0,232760.88,0,25862.32,0
0,21,12,0,0,1,0,13650.21,13862.47,13668.97,,,4,-193.5,0,0,441,9.2609997,144,186328224,192168064,0,163802.52,0,13650.21,0
0,25,12,0,0,1,0,21138.529,18880.74,25564.67,,,4,6683.9297,0,0,625,15.625,144,446837408,356482336,0,253662.34,0,21138.529,0
0,28,12,0,0,1,0,19241.961,21474.92,11851.37,,,4,-9623.5498,0,0,784,21.952,144,370253056,461172192,0,230903.53,0,19241.961,0
0,26,12,0,0,1,0,6918.1709,5442.5811,1947.644,,,4,-3494.937,0,0,676,17.576,144,47861088,29621688,0,83018.047,0,6918.1709,0
0,24,16,0,0,0,0,7586.2808,5311.8872,3457.8799,,,4,-1854.0073,0,0,576,13.824,256,57551656,28216146,0,121380.49,0,0,0
0,23,16,0,0,0,0,8418.9688,16066.35,17762.27,,,4,1695.9199,0,0,529,12.167,256,70879032,258127584,0,134703.5,0,0,0
0,23,12,0,0,0,0,15041.29,13479.34,13332.05,,,4,-147.29004,0,0,529,12.167,144,226240400,181692608,0,180495.48,0,0,0
0,34,11,0,0,1,1,25862.32,25193.42,13700,,,4,-11493.42,0,0,1156,39.304001,121,668859584,634708416,0,284485.53,0,25862.32,0
0,27,11,0,0,0,1,22188.699,17088.631,25564.67,,,4,8476.0391,0,0,729,19.683001,121,492338368,292021312,0,244075.69,0,0,0
0,40,12,0,0,1,0,25631.131,24949.939,7257.1152,,,4,-17692.824,0,0,1600,64,144,656954880,622499456,0,307573.56,0,25631.131,0
0,45,12,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,2025,91.125,144,668859584,637236864,0,310347.84,0,25862.32,0
0,55,12,0,0,1,0,25862.32,11544,22164.42,,,4,10620.42,0,0,3025,166.375,144,668859584,133263936,0,310347.84,0,25862.32,0
0,29,11,0,0,1,1,25762.4,23719.98,25564.67,,,4,1844.6895,0,0,841,24.389,121,663701248,562637504,0,283386.41,0,25762.4,0
0,51,9,0,0,1,1,23252.58,22472.131,21062.039,,,4,-1410.0918,0,0,2601,132.651,81,540682496,504996672,0,209273.22,0,23252.58,0
0,21,12,0,0,0,0,13138.84,10072.35,9854.959,,,4,-217.39063,0,0,441,9.2609997,144,172629120,101452224,0,157666.08,0,0,0
0,22,12,0,0,1,0,20329.35,22196.42,25564.67,,,4,3368.25,0,0,484,10.648,144,413282464,492681056,0,243952.19,0,20329.35,0
0,25,12,0,0,1,0,17076.971,14609.03,14502.41,,,4,-106.62012,0,0,625,15.625,144,291622944,213423760,0,204923.66,0,17076.971,0
0,34,12,0,0,0,0,18573.85,19084.84,22959.439,,,4,3874.5996,0,0,1156,39.304001,144,344987904,364231104,0,222886.19,0,0,0
0,24,12,0,0,1,0,16018.97,18542.369,18514.439,,,4,-27.929688,0,0,576,13.824,144,256607392,343819456,0,192227.64,0,16018.97,0
0,43,14,0,0,1,0,21996.689,23066.52,594.04608,,,4,-22472.473,0,0,1849,79.507004,196,483854336,532064320,0,307953.66,0,21996.689,0
0,23,12,0,0,1,0,10648.62,11155.5,21288.131,,,4,10132.631,0,0,529,12.167,144,113393112,124445184,0,127783.44,0,10648.62,0
0,24,17,0,0,1,0,3712.811,7979.4678,13238.95,,,4,5259.4824,0,0,576,13.824,289,13784966,63671904,0,63117.789,0,3712.811,0
0,40,12,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,1600,64,144,668859584,637236864,0,310347.84,0,25862.32,0
0,16,10,0,1,0,1,0,1450.161,12327.2,,,4,10877.039,1,0,256,4.0960002,100,0,2102967,0,0,1,0,0
0,39,16,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,1521,59.319,256,668859584,637236864,0,413797.13,0,25862.32,0
0,16,9,0,0,0,1,0,0,0,,,4,0,1,1,256,4.0960002,81,0,0,0,0,0,0,0
0,36,11,0,0,1,1,25862.32,25243.551,18619.35,,,4,-6624.2012,0,0,1296,46.655998,121,668859584,637236864,0,284485.53,0,25862.32,0
0,39,14,0,0,1,0,14379.06,0,10867.2,,,4,10867.2,0,1,1521,59.319,196,206757360,0,0,201306.83,0,14379.06,0
0,37,18,0,0,0,0,12737.19,0,0,,,4,0,0,1,1369,50.653,324,162236016,0,0,229269.42,0,0,0
0,35,18,0,0,0,0,3881.3081,9580.0156,9235.791,,,4,-344.22461,0,0,1225,42.875,324,15064553,91776696,0,69863.547,0,0,0
0,33,18,0,0,0,0,5174.4238,4909.0649,0,,,4,-4909.0649,0,0,1089,35.937,324,26774662,24098918,0,93139.625,0,0,0
0,25,16,0,0,1,0,16716.461,15242.81,17391.359,,,4,2148.5498,0,0,625,15.625,256,279440064,232343248,0,267463.38,0,16716.461,0
0,30,12,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,900,27,144,668859584,637236864,0,310347.84,0,25862.32,0
0,38,13,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,1444,54.872002,169,668859584,637236864,0,336210.16,0,25862.32,0
0,29,12,0,0,0,0,4913.8408,5440.79,5208.9858,,,4,-231.8042,0,0,841,24.389,144,24145832,29602196,0,58966.09,0,0,0
0,36,15,0,0,1,0,16745.85,18476.131,22675.711,,,4,4199.5801,0,0,1296,46.655998,225,280423488,341367424,0,251187.75,0,16745.85,0
0,27,12,0,0,1,0,21079.75,19759.789,24107.631,,,4,4347.8418,0,0,729,19.683001,144,444355872,390449248,0,252957,0,21079.75,0
0,40,16,0,0,1,0,11293.21,14447.9,19303.539,,,4,4855.6387,0,0,1600,64,256,127536592,208741824,0,180691.36,0,11293.21,0
0,29,13,0,0,1,0,19876.76,6162.29,0,,,4,-6162.29,0,0,841,24.389,169,395085568,37973820,0,258397.88,0,19876.76,0
0,20,14,0,0,0,0,3779.426,4633.355,24883.439,,,4,20250.084,0,0,400,8,196,14284061,21467978,0,52911.965,0,0,0
0,17,11,0,0,0,1,2500.0239,3065.032,8541.2598,,,4,5476.2275,0,0,289,4.9130001,121,6250119.5,9394421,0,27500.264,0,0,0
0,16,9,0,0,0,1,0,495.9194,2497.3579,,,4,2001.4385,1,0,256,4.0960002,81,0,245936.05,0,0,0,0,0
0,20,12,0,0,1,0,7882.1299,4538.4678,7707.8218,,,4,3169.354,0,0,400,8,144,62127972,20597690,0,94585.563,0,7882.1299,0
0,32,12,0,0,1,0,25862.32,21226.061,25564.67,,,4,4338.6094,0,0,1024,32.768002,144,668859584,450545632,0,310347.84,0,25862.32,0
0,28,14,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,784,21.952,196,668859584,637236864,0,362072.5,0,25862.32,0
0,48,15,0,0,1,0,0,0,0,,,4,0,1,1,2304,110.592,225,0,0,0,0,0,0,1
0,35,12,1,0,1,0,728.84729,0,0,,,4,0,0,1,1225,42.875,144,531218.38,0,0,8746.168,0,728.84729,0
0,51,11,1,0,0,1,2789.9961,6006.5322,0,,,4,-6006.5322,0,0,2601,132.651,121,7784078,36078428,0,30689.957,0,0,0
0,54,9,0,0,1,1,0,0,0,,,4,0,1,1,2916,157.464,81,0,0,0,0,0,0,1
0,29,16,1,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,841,24.389,256,668859584,637236864,0,413797.13,0,25862.32,0
0,29,12,0,1,1,0,19461.4,4341.5322,0,,,4,-4341.5322,0,0,841,24.389,144,378746112,18848902,0,233536.81,0,19461.4,0
0,54,12,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,2916,157.464,144,668859584,637236864,0,310347.84,0,25862.32,0
0,50,8,0,0,1,1,25862.32,12122.27,25564.67,,,4,13442.4,0,0,2500,125,64,668859584,146949424,0,206898.56,0,25862.32,0
0,52,12,0,0,1,0,19839.539,19283.561,20332.039,,,4,1048.4785,0,0,2704,140.608,144,393607296,371855712,0,238074.47,0,19839.539,0
0,28,11,0,0,0,1,25862.32,9397.4033,22136.34,,,4,12738.937,0,0,784,21.952,121,668859584,88311192,0,284485.53,0,0,0
0,51,11,0,0,1,1,17966.48,23863.211,14198,,,4,-9665.2109,0,0,2601,132.651,121,322794432,569452864,0,197631.28,0,17966.48,0
0,24,13,0,0,0,0,16973.131,22380.82,19272.51,,,4,-3108.3105,0,0,576,13.824,169,288087168,500901120,0,220650.7,0,0,0
0,32,12,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,1024,32.768002,144,668859584,637236864,0,310347.84,0,25862.32,0
0,29,12,0,0,1,0,25862.32,22574.18,25564.67,,,4,2990.4902,0,0,841,24.389,144,668859584,509593600,0,310347.84,0,25862.32,0
0,29,16,0,0,1,0,19053.869,19382.029,21707.801,,,4,2325.7715,0,0,841,24.389,256,363049920,375663072,0,304861.91,0,19053.869,0
0,49,12,0,0,1,0,25862.32,25222.061,0,,,4,-25222.061,0,0,2401,117.649,144,668859584,636152320,0,310347.84,0,25862.32,0
0,42,9,0,0,1,1,18922.6,13173.19,21669.381,,,4,8496.1904,0,0,1764,74.087997,81,358064768,173532944,0,170303.39,0,18922.6,0
0,32,12,0,0,1,0,21056.24,9583.5967,25564.67,,,4,15981.073,0,0,1024,32.768002,144,443365248,91845328,0,252674.88,0,21056.24,0
0,53,10,0,0,1,1,21781.17,21539.369,25564.67,,,4,4025.3008,0,0,2809,148.877,100,474419360,463944416,0,217811.7,0,21781.17,0
0,43,7,0,0,1,1,25862.32,22599.24,11072.61,,,4,-11526.63,0,0,1849,79.507004,49,668859584,510725664,0,181036.25,0,25862.32,0
0,49,12,0,0,1,0,25862.32,20400.73,18444.98,,,4,-1955.75,0,0,2401,117.649,144,668859584,416189792,0,310347.84,0,25862.32,0
0,20,12,0,0,0,0,5944.415,10360.6,8867.8369,,,4,-1492.7627,0,0,400,8,144,35336072,107342024,0,71332.984,0,0,0
0,16,10,0,0,0,1,3558.0291,3607.5,11643.01,,,4,8035.5098,0,0,256,4.0960002,100,12659571,13014056,0,35580.289,0,0,0
0,24,15,0,0,0,0,21097.381,22278.77,16909.631,,,4,-5369.1387,0,0,576,13.824,225,445099488,496343584,0,316460.72,0,0,0
0,20,12,0,0,1,0,13581.64,14737.94,20419.23,,,4,5681.29,0,0,400,8,144,184460928,217206896,0,162979.67,0,13581.64,0
0,49,12,0,0,0,0,25153.07,25243.551,0,,,4,-25243.551,0,0,2401,117.649,144,632676928,637236864,0,301836.84,0,0,0
0,32,5,0,0,1,1,17868.51,18379.449,19161.68,,,4,782.23047,0,0,1024,32.768002,25,319283648,337804160,0,89342.547,0,17868.51,0
0,48,12,0,0,1,0,18838.35,20282.561,15952.06,,,4,-4330.501,0,0,2304,110.592,144,354883424,411382272,0,226060.19,0,18838.35,0
0,26,12,0,0,1,0,5654.4438,12369.34,10518.46,,,4,-1850.8799,0,0,676,17.576,144,31972736,153000576,0,67853.328,0,5654.4438,0
0,27,12,0,0,1,0,11105.12,1167.29,3811.0569,,,4,2643.7668,0,0,729,19.683001,144,123323696,1362566,0,133261.44,0,11105.12,0
0,40,15,0,0,0,0,0,805.6452,0,,,4,-805.6452,1,0,1600,64,225,0,649064.19,0,0,0,0,0
0,20,12,0,0,0,0,10795.56,15473.76,19782.33,,,4,4308.5703,0,0,400,8,144,116544104,239437248,0,129546.72,0,0,0
0,51,10,0,0,1,1,20633.039,19679.23,19937.49,,,4,258.25977,0,0,2601,132.651,100,425722304,387272096,0,206330.39,0,20633.039,0
0,19,12,0,0,0,0,4128.1748,11549.37,19460.18,,,4,7910.8096,0,0,361,6.8590002,144,17041828,133387952,0,49538.098,0,0,0
0,19,12,0,0,0,0,1244.134,1459.113,14304.39,,,4,12845.276,0,0,361,6.8590002,144,1547869.5,2129010.8,0,14929.608,0,0,0
0,17,11,0,0,0,1,644.59882,2117.9519,7539.3608,,,4,5421.4092,0,0,289,4.9130001,121,415507.63,4485720.5,0,7090.5869,0,0,0
0,45,12,0,0,1,0,17978.23,17792.23,18756.779,,,4,964.54883,0,0,2025,91.125,144,323216768,316563456,0,215738.77,0,17978.23,0
0,19,12,0,0,0,0,0,0,0,,,4,0,1,1,361,6.8590002,144,0,0,0,0,0,0,0
0,51,12,0,0,1,0,25427.359,13549.16,14803.86,,,4,1254.7002,0,0,2601,132.651,144,646550592,183579744,0,305128.31,0,25427.359,0
0,31,17,0,0,1,0,2057.23,6119.3232,0,,,4,-6119.3232,0,0,961,29.791,289,4232195,37446116,0,34972.91,0,2057.23,0
0,20,12,0,0,0,0,0,1147.597,15554.55,,,4,14406.953,1,0,400,8,144,0,1316979,0,0,0,0,0
0,49,11,0,0,1,1,25862.32,25243.551,25564.67,,,4,321.11914,0,0,2401,117.649,121,668859584,637236864,0,284485.53,0,25862.32,0
0,47,12,0,0,0,0,23883.461,22772.9,20363.07,,,4,-2409.8301,0,0,2209,103.823,144,570419712,518604992,0,286601.53,0,0,0
0,21,12,0,0,0,0,8005.564,5281.4521,0,,,4,-5281.4521,0,0,441,9.2609997,144,64089056,27893736,0,96066.766,0,0,0
0,23,12,0,0,1,0,10989.53,6078.145,12525.21,,,4,6447.0649,0,0,529,12.167,144,120769776,36943848,0,131874.36,0,10989.53,0
0,54,6,0,0,1,1,20725.119,18644.42,24771.131,,,4,6126.7109,0,0,2916,157.464,36,429530560,347614400,0,124350.72,0,20725.119,0
0,55,9,0,0,1,1,14314.4,13608.24,11329.73,,,4,-2278.5098,0,0,3025,166.375,81,204902064,185184208,0,128829.6,0,14314.4,0
0,16,10,0,0,0,1,0,2083.9351,6024.6909,,,4,3940.7559,1,0,256,4.0960002,100,0,4342785.5,0,0,0,0,0
0,44,16,0,0,1,0,25862.32,25243.551,0,,,4,-25243.551,0,0,1936,85.183998,256,668859584,637236864,0,413797.13,0,25862.32,0
0,17,11,0,0,0,1,197.88589,3066.823,12788.25,,,4,9721.4268,0,0,289,4.9130001,121,39158.828,9405403,0,2176.7449,0,0,0
0,45,14,0,0,1,0,12825.36,23283.15,25564.67,,,4,2281.5195,0,0,2025,91.125,196,164489872,542105088,0,179555.05,0,12825.36,0
0,18,11,0,0,0,1,1387.161,3170.6609,4935.6069,,,4,1764.946,0,0,324,5.8319998,121,1924215.6,10053090,0,15258.771,0,0,0
0,30,18,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,900,27,324,668859584,637236864,0,465521.75,0,25862.32,0
0,21,14,0,0,0,0,1422.428,2549.4189,14220.16,,,4,11670.741,0,0,441,9.2609997,196,2023301.4,6499537,0,19913.992,0,0,0
0,18,15,0,0,0,0,2925.1851,5209.8389,647.2442,,,4,-4562.5947,0,0,324,5.8319998,225,8556708,27142422,0,43877.777,0,0,0
0,29,17,0,0,1,0,0,0,25564.67,,,4,25564.67,1,1,841,24.389,289,0,0,0,0,0,0,1
0,45,14,0,0,1,0,12127.86,13133.81,17092.859,,,4,3959.0498,0,0,2025,91.125,196,147084992,172496960,0,169790.05,0,12127.86,0
0,22,12,0,0,0,0,12272.85,4237.6938,1696.4301,,,4,-2541.2637,0,0,484,10.648,144,150622832,17958050,0,147274.19,0,0,0
0,45,18,0,0,0,0,22237.68,19997.9,0,,,4,-19997.9,0,0,2025,91.125,324,494514400,399916032,0,400278.25,0,0,0
0,17,11,0,0,0,1,903.22198,623.03229,13343.87,,,4,12720.838,0,0,289,4.9130001,121,815809.94,388169.22,0,9935.4414,0,0,0
0,52,11,0,0,1,1,24028.449,20153.66,25147.949,,,4,4994.2891,0,0,2704,140.608,121,577366400,406170016,0,264312.94,0,24028.449,0
0,37,12,0,0,1,0,19602.461,19369.5,21865.92,,,4,2496.4199,0,0,1369,50.653,144,384256480,375177536,0,235229.53,0,19602.461,0
0,38,12,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,1444,54.872002,144,668859584,637236864,0,310347.84,0,25862.32,0
0,42,10,0,0,1,1,21344.25,20509.939,20033.539,,,4,-476.40039,0,0,1764,74.087997,100,455577024,420657632,0,213442.5,0,21344.25,0
0,16,9,0,0,0,1,3405.2061,3086.5161,9356.9648,,,4,6270.4487,0,0,256,4.0960002,81,11595428,9526582,0,30646.855,0,0,0
0,21,14,0,0,1,0,2878.1631,9497.6611,10381.03,,,4,883.36914,0,0,441,9.2609997,196,8283822.5,90205568,0,40294.281,0,2878.1631,0
0,33,17,0,0,1,0,25431.279,25243.551,25564.67,,,4,321.11914,0,0,1089,35.937,289,646749952,637236864,0,432331.75,0,25431.279,0
0,32,18,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,1024,32.768002,324,668859584,637236864,0,465521.75,0,25862.32,0
0,23,16,0,0,1,0,9476.9736,18198.631,0,,,4,-18198.631,0,0,529,12.167,256,89813032,331190176,0,151631.58,0,9476.9736,0
0,21,12,0,0,1,0,4502.395,5295.7739,4360.771,,,4,-935.00293,0,0,441,9.2609997,144,20271560,28045222,0,54028.742,0,4502.395,0
0,26,12,0,0,1,0,12462.9,13679.85,15307.77,,,4,1627.9199,0,0,676,17.576,144,155323888,187138288,0,149554.81,0,12462.9,0
